date,tournament,home_team,away_team,home_score,away_score,result,elo_home,elo_away,elo_diff,neutral,form5_home,form5_away,venue_form5_home,venue_form5_away,venue_loss_streak_home,venue_loss_streak_away,form_vs_stronger_home,form_vs_stronger_away,pdiff5_home,pdiff5_away,rest_days_home,rest_days_away,rank_prev_home,rank_prev_away,coach_tenure_home,coach_tenure_away,avg_age_home,avg_age_away,n_hist_home,n_hist_away,combo_avg_home,combo_avg_away,combo_min_home,combo_min_away,combo_front_row_home,combo_locks_home,combo_back_row_home,combo_lineout_unit_home,combo_halfbacks_home,combo_inside_backs_home,combo_back_three_home,combo_spine_home,combo_front_row_away,combo_locks_away,combo_back_row_away,combo_lineout_unit_away,combo_halfbacks_away,combo_inside_backs_away,combo_back_three_away,combo_spine_away,cards5_home,cards5_away,weather_temp_c,weather_precip_mm,weather_wind_kmh
2024-11-24,eoyt,scotland,australia,27.0,13.0,w,1696.0,1569.7,126.3,0,0.8,0.4,0.6,0.6,0,0,0.2,0.4,22.8,-5.2,8,7,6,8,115,11,28.2,26.06,115,64,5.25,1.5,0.0,0.0,3,8,1,0,13,13,4,0,0,0,4,0,7,1,0,0,0.6,0.6,10.0,0.0,29.0
2024-11-30,eoyt,ireland,australia,22.0,19.0,w,1933.9,1556.6,377.3,0,0.6,0.4,0.8,0.4,0,1,0.8,0.2,4.4,0.0,7,6,2,8,53,12,29.27,26.39,53,65,3.875,2.375,0.0,0.0,3,5,3,3,0,1,16,0,2,3,3,0,8,2,1,0,1.0,0.4,14.3,0.1,22.0
2025-01-31,6n,france,wales,43.0,0.0,w,1839.7,1416.6,423.1,0,0.8,0.0,0.9,0.0,0,6,0.6,0.0,12.4,-17.4,70,69,4,11,55,24,26.21,27.92,55,123,2.75,0.5,0.0,0.0,1,0,0,0,21,0,0,0,0,2,1,0,0,0,1,0,0.2,0.4,2.0,0.2,12.0
2025-02-01,6n,ireland,england,27.0,22.0,w,1935.7,1620.3,315.5,0,0.8,0.2,0.8,0.2,0,2,0.8,0.0,6.4,4.4,63,69,2,7,54,28,29.98,26.3,54,59,5.5,2.875,0.0,0.0,4,18,1,3,1,0,17,0,0,11,0,0,3,9,0,0,0.8,0.0,9.1,0.0,24.6
2025-02-01,6n,scotland,italy,31.0,19.0,w,1709.0,1458.1,250.9,0,0.8,0.6,0.8,0.7,0,0,0.2,0.5,17.4,0.6,69,70,6,10,116,11,28.78,26.69,116,108,5.5,6.5,0.0,0.0,2,20,2,0,14,1,5,0,8,4,15,3,6,13,3,0,0.6,1.0,5.4,0.0,14.3
2025-02-08,6n,england,france,26.0,25.0,w,1617.0,1843.4,-226.4,0,0.2,0.8,0.4,0.8,0,1,0.0,0.6,4.8,18.0,7,8,7,4,29,56,27.09,26.61,60,56,1.625,2.625,0.0,0.0,1,12,0,0,0,0,0,0,2,1,1,1,11,0,5,0,0.2,0.6,26.4,0.0,17.3
2025-02-08,6n,italy,wales,22.0,15.0,w,1451.5,1412.9,38.6,0,0.4,0.0,0.4,0.0,1,7,0.4,0.0,-6.2,-24.2,7,8,10,11,12,25,26.75,27.6,109,124,9.875,0.25,0.0,0.0,9,21,16,8,7,14,4,0,1,0,0,0,1,0,0,0,1.0,0.6,7.5,0.0,11.1
2025-02-09,6n,scotland,ireland,18.0,32.0,l,1715.6,1938.9,-223.3,0,0.8,0.8,0.8,0.6,0,0,0.2,0.8,17.4,7.2,8,8,6,2,117,1,28.67,30.13,117,55,5.75,7.5,0.0,1.0,1,21,3,0,15,0,6,0,5,19,23,4,2,2,4,1,0.6,0.6,5.3,0.2,17.8
2025-02-22,6n,england,scotland,16.0,15.0,w,1626.1,1701.8,-75.7,0,0.4,0.6,0.4,0.8,0,0,0.2,0.2,5.4,6.6,14,13,7,6,30,118,27.23,28.63,61,118,2.375,6.25,0.0,0.0,2,13,1,0,1,1,1,0,3,22,6,1,16,1,0,1,0.2,0.6,24.8,0.0,20.1
2025-02-22,6n,wales,ireland,18.0,27.0,l,1398.1,1952.8,-554.7,0,0.0,1.0,0.0,0.6,7,0,0.0,0.8,-24.0,12.0,14,13,11,2,26,2,28.14,28.91,125,56,1.5,4.75,0.0,0.0,0,3,0,0,7,2,0,0,0,6,24,5,3,0,0,0,0.8,0.6,11.9,0.0,21.0
2025-02-23,6n,france,italy,73.0,24.0,w,1834.3,1466.3,368.0,1,0.8,0.4,nan,nan,nan,nan,0.6,0.4,19.4,-10.4,15,15,4,10,57,13,27.65,26.44,57,110,1.125,8.5,0.0,0.0,3,0,2,0,3,0,1,0,3,22,17,3,8,15,0,0,0.4,0.8,13.5,0.0,4.8
2025-03-08,6n,ireland,france,27.0,42.0,l,1954.8,1841.5,113.3,0,1.0,0.8,0.8,0.6,0,2,0.8,0.6,13.2,21.2,14,13,2,4,3,58,29.87,27.58,57,58,5.875,4.375,0.0,0.0,2,7,25,6,4,3,0,0,1,1,3,1,22,1,6,0,0.6,0.4,12.5,0.0,12.8
2025-03-08,6n,scotland,wales,35.0,29.0,w,1694.8,1396.1,298.7,0,0.6,0.0,0.6,0.0,1,8,0.2,0.0,9.8,-24.8,14,14,7,12,119,1,28.88,28.04,119,126,8.0,2.5,2.0,1.0,4,23,7,2,17,2,7,2,1,4,1,1,8,3,1,1,0.2,0.6,13.6,0.0,11.4
2025-03-09,6n,england,italy,47.0,24.0,w,1633.1,1459.1,174.0,0,0.6,0.4,0.6,0.6,0,1,0.4,0.2,6.6,-13.8,15,14,6,10,31,14,26.86,26.93,62,111,3.75,8.75,0.0,0.0,12,14,2,0,2,0,0,0,7,23,2,2,20,16,0,0,0.2,0.6,25.3,0.0,18.3
2025-03-15,6n,wales,england,14.0,68.0,l,1392.2,1645.3,-253.0,0,0.0,0.8,0.0,0.2,8,3,0.0,0.4,-19.6,13.0,7,6,12,6,2,32,28.23,26.87,127,63,3.25,2.75,0.0,0.0,2,5,2,2,9,4,0,2,3,15,1,0,3,0,0,0,0.8,0.2,8.1,0.0,17.6
2025-03-15,6n,italy,ireland,17.0,22.0,l,1447.0,1916.2,-469.3,0,0.2,0.8,0.6,0.6,0,0,0.0,0.8,-19.0,3.2,6,7,10,2,15,4,26.9,29.58,112,58,5.125,7.875,0.0,0.0,4,5,1,0,9,17,5,0,3,20,6,7,7,2,18,0,0.6,0.8,14.4,0.8,10.4
2025-03-15,6n,france,scotland,35.0,16.0,w,1880.0,1698.6,181.4,0,0.8,0.6,1.0,0.8,0,1,0.6,0.2,24.0,3.4,7,7,4,7,59,120,27.54,27.99,59,120,3.0,4.625,0.0,0.0,4,2,4,2,1,4,7,0,5,0,3,0,18,3,8,0,0.6,0.2,5.3,0.0,17.2
2025-07-05,tour,argentina,england,12.0,35.0,l,1645.7,1663.1,-17.4,0,0.4,0.8,0.6,0.4,0,0,0.2,0.4,-5.0,14.8,225,112,5,6,36,33,27.49,26.79,109,64,2.875,0.0,0.0,0.0,0,0,1,0,22,0,0,0,0,0,0,0,0,0,0,0,1.8,0.2,11.1,0.0,13.6
2025-07-05,tour,new_zealand,france,31.0,27.0,w,1859.0,1891.1,-32.0,0,0.8,0.8,0.8,0.6,0,0,0.2,0.6,14.8,25.0,224,112,3,4,14,60,27.73,25.86,122,60,0.25,0.0,0.0,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.8,1.0,6.9,0.1,3.6
2025-07-05,tour,south_africa,italy,42.0,24.0,w,1949.4,1478.8,470.6,0,0.8,0.4,0.8,0.6,0,0,0.6,0.0,19.8,-0.6,224,8,1,10,13,17,31.18,25.26,114,114,8.0,0.375,0.0,0.0,0,38,0,5,0,16,5,0,0,1,0,0,2,0,0,0,0.6,1.2,14.4,0.0,4.6
2025-07-12,tour,argentina,england,17.0,22.0,l,1610.3,1698.4,-88.1,0,0.2,1.0,0.6,0.4,1,0,0.2,0.4,-9.8,20.4,7,7,5,6,37,34,27.55,26.34,110,65,2.75,0.5,0.0,0.0,13,5,3,0,0,1,0,0,0,1,1,0,1,0,1,0,1.8,0.4,17.0,0.0,6.5
2025-07-12,tour,new_zealand,france,43.0,17.0,w,1873.6,1876.5,-2.8,0,0.8,0.6,0.8,0.4,0,1,0.4,0.6,6.6,15.6,7,7,2,4,15,61,27.74,25.66,123,61,0.75,0.125,0.0,0.0,1,0,1,0,3,1,0,0,0,0,0,0,1,0,0,0,0.8,0.8,13.1,0.0,28.3
2025-07-12,tour,south_africa,italy,45.0,0.0,w,1951.6,1476.6,475.0,0,1.0,0.2,1.0,0.4,0,1,0.6,0.0,23.6,-5.6,7,7,1,10,14,18,28.93,25.36,115,115,0.75,0.75,0.0,0.0,0,2,0,1,2,1,0,0,1,2,2,0,0,1,0,0,0.4,1.2,14.1,0.0,10.1
2025-07-19,tour,new_zealand,france,29.0,19.0,w,1901.2,1848.9,52.3,0,0.8,0.6,0.8,0.2,0,2,0.6,0.6,11.4,10.6,7,7,2,4,16,62,27.66,26.3,124,62,1.125,0.0,0.0,0.0,4,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.8,1.0,9.0,0.0,0.3
2025-08-16,rc,south_africa,australia,27.0,38.0,l,1955.2,1540.0,415.2,0,1.0,0.4,1.0,0.4,0,2,0.6,0.4,30.0,-0.2,28,14,1,8,16,17,30.6,27.39,117,70,5.5,2.0,0.0,0.0,1,39,0,0,3,0,1,0,1,5,1,1,7,0,1,0,0.8,0.4,14.6,0.3,13.1
2025-08-16,rc,argentina,new_zealand,24.0,41.0,l,1602.5,1917.3,-314.7,0,0.2,0.8,0.6,0.8,0,0,0.0,0.6,-2.0,11.4,28,28,7,2,39,17,28.03,28.49,112,125,2.125,0.875,0.0,0.0,1,5,3,2,2,1,3,0,2,1,0,0,1,2,1,0,1.4,0.6,16.0,0.0,11.9
2025-08-23,rc,south_africa,australia,30.0,22.0,w,1916.0,1579.3,336.7,0,0.8,0.6,0.8,0.6,1,0,0.6,0.4,26.0,2.6,7,7,1,6,17,18,30.39,27.38,118,71,2.375,2.25,0.0,0.0,1,0,0,0,1,17,0,0,0,6,3,0,8,1,0,0,0.6,0.4,14.2,0.1,21.3
2025-08-23,rc,argentina,new_zealand,29.0,23.0,w,1593.1,1926.8,-333.7,0,0.2,1.0,0.4,0.8,1,0,0.0,0.6,-4.8,15.0,7,7,7,2,40,18,28.02,27.67,113,126,2.625,1.5,1.0,0.0,2,6,3,3,3,2,1,1,3,2,0,0,2,3,2,0,1.2,1.0,12.6,0.0,13.5
2025-09-06,rc,australia,argentina,28.0,24.0,w,1575.7,1621.1,-45.3,0,0.4,0.4,0.4,0.2,0,2,0.4,0.2,0.4,-0.8,14,14,6,7,19,41,26.92,26.62,72,114,1.25,4.625,0.0,0.0,1,0,5,0,1,3,0,0,0,7,16,0,0,12,2,0,0.4,0.8,27.5,0.0,25.4
2025-09-06,rc,new_zealand,south_africa,24.0,17.0,w,1898.8,1919.5,-20.7,0,0.8,0.8,1.0,0.8,0,0,0.6,0.6,10.2,21.0,14,14,1,3,19,18,27.95,30.31,127,119,2.375,3.5,0.0,0.0,4,8,0,1,1,4,1,0,2,3,1,0,2,18,2,0,1.2,0.8,11.3,0.0,21.4
2025-09-13,rc,australia,argentina,26.0,28.0,l,1590.8,1606.0,-15.1,0,0.6,0.4,0.6,0.2,0,3,0.6,0.2,2.8,3.0,7,7,6,7,20,42,27.28,26.63,73,115,1.125,3.125,0.0,0.0,2,0,6,0,0,0,1,0,1,7,0,2,1,13,1,0,0.0,1.0,18.4,0.0,12.3
2025-09-13,rc,new_zealand,south_africa,10.0,43.0,l,1917.0,1901.2,15.8,0,0.8,0.6,1.0,0.6,0,1,0.8,0.6,10.8,16.0,7,7,1,2,20,19,27.37,29.39,128,120,2.5,2.0,0.0,0.0,5,9,1,0,0,5,0,0,3,0,11,0,2,0,0,0,1.2,1.0,12.1,0.0,30.5
2025-09-27,rc,new_zealand,australia,33.0,24.0,w,1874.5,1578.5,296.0,0,0.6,0.6,0.8,0.4,1,1,0.8,0.6,-1.0,3.0,14,14,1,6,21,21,27.41,27.28,129,74,3.25,1.125,0.0,0.0,14,0,2,0,4,6,0,0,3,2,2,0,0,2,0,0,1.0,0.2,15.4,0.0,8.1
2025-09-27,rc,south_africa,argentina,67.0,30.0,w,1943.7,1618.3,325.5,0,0.6,0.6,0.8,0.4,0,0,0.6,0.2,13.6,4.4,14,14,3,7,20,43,29.68,27.52,121,116,2.5,3.25,0.0,0.0,0,4,12,0,3,1,0,0,2,1,4,1,2,14,2,0,0.4,1.0,23.2,0.0,20.4
2025-10-04,rc,australia,new_zealand,14.0,28.0,l,1573.9,1879.1,-305.2,0,0.4,0.6,0.4,0.6,1,1,0.4,0.8,-0.8,-1.2,7,7,7,3,22,22,27.82,27.51,75,130,1.5,0.625,0.0,0.0,0,7,3,2,0,0,0,0,0,3,0,0,2,0,0,0,0.4,1.0,17.2,1.1,15.2
2025-10-04,rc,argentina,south_africa,27.0,29.0,l,1612.1,1950.0,-337.9,1,0.4,0.6,nan,nan,nan,nan,0.2,0.6,-10.0,12.0,7,7,6,1,44,21,26.81,30.04,117,122,1.25,3.875,0.0,1.0,0,8,2,0,0,0,0,0,4,5,13,1,4,2,1,1,0.6,0.6,20.9,0.0,14.5
2025-11-01,tour,england,australia,25.0,7.0,w,1723.4,1569.8,153.6,0,1.0,0.4,0.8,0.4,0,0,0.4,0.2,28.0,-3.4,105,7,5,7,36,24,27.37,27.36,67,77,4.125,2.0,0.0,0.0,1,16,0,6,8,0,0,2,0,6,7,0,2,1,0,0,0.6,0.8,14.8,0.0,17.9
2025-11-01,eoyt,ireland,new_zealand,13.0,26.0,l,1925.7,1888.5,37.2,0,0.8,0.6,0.8,0.6,1,0,0.8,0.8,25.4,-1.8,112,28,3,3,2,23,29.72,27.31,61,131,5.75,2.125,0.0,0.0,16,21,0,0,8,1,0,0,5,4,1,1,5,0,1,0,1.0,0.6,9.7,0.0,6.5
2025-11-08,eoyt,france,south_africa,17.0,32.0,l,1832.8,1953.8,-120.9,0,0.4,0.8,1.0,0.8,0,0,0.6,0.6,-1.2,23.8,112,7,4,1,63,23,27.28,30.61,63,124,1.625,9.5,0.0,0.0,0,5,0,0,0,0,8,0,1,40,14,6,6,3,6,0,1.0,0.6,10.0,0.0,6.5
2025-11-08,eoyt,italy,australia,26.0,19.0,w,1473.9,1557.4,-83.5,0,0.2,0.2,0.4,0.4,1,1,0.0,0.2,-4.8,-7.8,119,7,10,7,19,25,27.05,27.12,116,78,6.875,2.375,0.0,0.0,10,3,0,1,21,18,2,0,4,7,4,4,0,0,0,0,1.6,0.8,9.6,0.0,5.8
2025-11-08,eoyt,scotland,new_zealand,17.0,25.0,l,1669.9,1921.5,-251.6,0,0.6,0.8,0.8,0.8,0,0,0.2,1.0,17.2,2.0,7,7,8,2,124,24,29.32,27.09,124,132,3.75,1.75,0.0,0.0,0,9,0,2,19,0,0,0,6,0,0,0,6,0,2,0,1.0,0.0,13.3,0.1,10.2
2025-11-09,eoyt,wales,argentina,28.0,52.0,l,1375.0,1609.7,-234.7,0,0.2,0.4,0.0,0.2,9,1,0.0,0.2,-13.0,-7.0,120,36,14,6,5,45,27.25,27.56,130,118,1.125,1.5,0.0,0.0,0,6,0,0,0,0,3,0,3,3,4,0,1,1,0,0,0.2,0.6,13.8,0.1,19.3
2025-11-15,tour,england,new_zealand,33.0,19.0,w,1743.1,1931.3,-188.3,0,1.0,0.8,1.0,0.8,0,0,0.4,1.0,20.2,2.2,7,7,4,2,38,25,27.55,27.52,69,133,1.625,3.4,0.0,0.0,2,0,1,0,9,0,1,0,7,nan,2,nan,7,0,1,nan,0.8,0.6,13.2,0.0,7.9
2025-11-15,eoyt,ireland,australia,46.0,19.0,w,1893.5,1536.0,357.5,0,0.8,0.2,0.6,0.2,0,2,0.8,0.2,30.2,-8.8,7,7,3,7,2,26,29.18,27.18,63,79,3.875,1.75,0.0,0.0,0,23,2,1,5,0,0,0,1,1,8,0,0,3,1,0,0.8,1.0,11.4,0.0,13.8
2025-11-15,eoyt,italy,south_africa,14.0,32.0,l,1495.3,1975.5,-480.2,0,0.4,1.0,0.6,0.8,0,0,0.2,0.6,1.2,28.2,7,7,10,1,20,24,26.96,29.1,117,125,7.625,0.125,1.0,0.0,9,4,1,2,22,19,3,1,0,0,0,0,1,0,0,0,1.6,0.8,24.0,0.0,20.4
2025-11-16,eoyt,scotland,argentina,24.0,33.0,l,1660.1,1625.3,34.8,0,0.4,0.4,0.6,0.4,1,0,0.0,0.2,14.4,-3.4,8,7,8,6,125,46,29.42,27.26,125,119,2.6666666666666665,2.875,0.0,0.0,1,10,0,3,nan,1,1,nan,4,9,2,3,2,0,3,0,1.0,0.6,5.3,0.0,9.0
2025-11-22,eoyt,ireland,south_africa,13.0,24.0,l,1898.3,1979.4,-81.1,0,0.8,1.0,0.6,0.8,0,0,0.8,0.6,34.6,25.2,7,7,3,1,3,25,29.54,30.35,64,126,7.375,4.75,0.0,0.0,17,24,2,8,6,1,1,0,2,6,15,2,7,4,0,2,0.8,1.4,7.7,0.0,13.7
2025-11-22,eoyt,wales,new_zealand,26.0,52.0,l,1362.9,1897.6,-534.7,0,0.4,0.8,0.2,0.6,0,1,0.0,1.0,-14.6,6.0,7,7,12,2,2,26,26.33,27.27,132,134,1.375,1.25,0.0,0.0,1,8,0,0,2,0,0,0,0,5,0,0,5,0,0,0,0.8,0.8,9.4,0.4,16.1
2025-11-23,tour,england,argentina,27.0,23.0,w,1776.8,1654.0,122.9,0,1.0,0.6,1.0,0.6,0,0,0.6,0.4,18.4,-0.8,8,7,4,6,39,47,27.76,27.48,70,120,0.625,1.875,0.0,0.0,0,1,2,0,2,0,0,0,0,10,0,1,0,0,4,0,0.6,0.6,9.2,0.0,15.3
2025-11-29,eoyt,wales,south_africa,0.0,73.0,l,1359.6,2001.9,-642.3,0,0.4,1.0,0.2,1.0,1,0,0.0,0.6,-9.0,20.0,7,7,12,1,3,26,26.24,29.63,133,127,0.25,1.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,1.2,1.4,7.3,0.0,15.0
2026-02-05,6n,france,ireland,36.0,14.0,w,1821.0,1875.8,-54.8,0,0.4,0.6,0.8,1.0,0,0,0.4,0.6,-4.6,26.6,75,75,5,4,66,4,,,66,65,1.625,2.875,0.0,0.0,0,0,0,0,12,0,1,0,0,8,0,7,7,0,1,0,0.8,1.8,9.0,0.1,11.0
2026-02-07,6n,england,wales,48.0,7.0,w,1784.7,1357.4,427.3,0,1.0,0.4,1.0,0.2,0,0,0.6,0.0,18.2,-22.6,76,70,3,11,40,4,28.01,27.05,71,134,1.875,2.125,0.0,0.0,0,1,3,0,10,1,0,0,3,9,1,1,3,0,0,0,0.6,1.6,29.2,0.0,12.4
2026-02-07,6n,italy,scotland,18.0,15.0,w,1508.4,1638.7,-130.3,0,0.4,0.6,0.6,0.4,0,0,0.2,0.0,-11.8,30.6,77,76,10,9,22,127,26.76,29.37,119,127,5.25,7.25,0.0,0.0,11,5,2,3,1,20,0,0,4,11,4,4,20,14,0,1,1.0,0.2,12.2,0.0,6.0
2026-02-14,6n,scotland,england,31.0,20.0,w,1623.0,1788.3,-165.3,0,0.4,1.0,0.6,0.8,0,0,0.0,0.6,24.2,19.4,7,7,9,3,128,41,29.52,27.89,128,72,5.625,4.625,0.0,0.0,0,0,8,0,21,15,1,0,1,17,4,1,11,2,1,0,0.4,1.0,2.2,0.0,6.5
2026-02-14,6n,ireland,italy,20.0,13.0,w,1845.7,1524.1,321.6,0,0.4,0.6,0.4,0.2,1,2,0.6,0.4,2.4,-7.6,9,7,4,10,5,23,28.84,26.41,66,120,1.375,3.5,0.0,0.0,1,6,0,1,2,1,0,0,12,6,3,4,2,0,1,0,1.8,0.6,5.5,0.0,11.4
2026-02-15,6n,wales,france,12.0,54.0,l,1353.8,1851.1,-497.3,0,0.2,0.6,0.2,0.2,2,3,0.0,0.6,-32.6,5.0,8,10,11,5,5,67,27.28,27.0,135,67,2.125,2.375,0.0,0.0,0,10,1,1,4,0,1,0,1,1,1,1,13,0,2,0,2.4,0.6,9.7,0.3,30.5
2026-02-21,6n,england,ireland,21.0,42.0,l,1758.4,1849.3,-90.9,0,0.8,0.6,1.0,0.8,0,1,0.6,0.6,13.6,6.4,7,7,3,5,42,6,27.73,29.61,73,67,4.125,2.875,0.0,0.0,2,18,0,0,12,1,0,0,0,7,4,0,9,2,1,0,1.4,1.6,30.5,0.0,12.3
2026-02-21,6n,wales,scotland,23.0,26.0,l,1349.2,1652.9,-303.7,0,0.2,0.4,0.2,0.2,3,1,0.0,0.2,-36.2,9.4,6,7,11,10,6,129,27.13,29.9,136,129,0.75,5.375,0.0,0.0,1,0,1,0,4,0,0,0,0,0,0,0,22,16,5,0,2.0,0.4,11.2,1.4,27.7
2026-02-22,6n,france,italy,33.0,8.0,w,1855.7,1520.5,335.3,0,0.8,0.6,0.8,0.2,0,3,0.6,0.4,15.4,0.0,7,8,4,9,68,24,27.4,26.84,68,121,1.875,4.625,0.0,0.0,2,7,2,0,4,0,0,0,13,7,4,5,3,1,4,0,0.6,0.4,11.3,0.8,25.4
2026-03-06,6n,ireland,wales,27.0,17.0,w,1876.3,1344.4,531.9,0,0.6,0.0,0.6,0.2,0,1,0.6,0.0,4.4,-37.0,13,13,5,11,7,7,29.23,27.34,68,137,5.625,1.5,0.0,0.0,0,25,1,6,10,3,0,0,2,1,0,1,5,1,2,0,1.6,1.8,5.8,0.0,10.0
2026-03-07,6n,italy,england,23.0,18.0,w,1515.2,1731.3,-216.1,0,0.4,0.6,0.6,0.8,0,1,0.4,0.6,-6.4,5.4,13,14,10,4,25,43,27.09,27.72,122,74,7.25,1.125,0.0,0.0,14,8,5,6,2,21,2,0,1,2,5,1,0,0,0,0,0.6,1.8,15.4,0.0,9.4
2026-03-07,6n,scotland,france,50.0,40.0,w,1657.7,1861.0,-203.3,0,0.6,1.0,0.6,0.4,0,0,0.2,0.6,11.6,23.4,14,13,9,3,130,69,29.62,27.78,130,69,6.125,3.625,0.0,1.0,0,1,5,1,23,17,2,0,3,2,3,2,14,1,3,1,0.4,0.4,8.5,0.0,16.0
2026-03-14,6n,france,england,48.0,46.0,w,1830.5,1708.1,122.3,0,0.8,0.4,0.8,0.6,0,2,0.6,0.6,18.8,1.6,7,7,4,5,70,44,27.64,27.74,70,75,4.0,1.375,0.0,0.0,4,8,0,0,15,1,4,0,2,3,0,2,1,1,1,1,0.6,2.0,5.7,0.0,5.4
2026-03-14,6n,wales,italy,31.0,17.0,w,1343.2,1538.4,-195.2,0,0.0,0.6,0.2,0.2,4,4,0.0,0.4,-33.8,-1.8,8,7,12,10,8,26,27.47,26.93,138,123,2.5,8.625,1.0,0.0,3,2,1,2,6,2,3,1,0,25,6,9,4,22,3,0,1.6,0.6,10.2,0.0,10.1
2026-07-04,nc,south_africa,england,45.0,21.0,w,2004.2,1702.7,301.5,0,1.0,0.2,0.8,0.4,0,3,0.6,0.6,34.2,0.4,217,112,1,6,27,45,29.52,27.39,128,76,4.8,0.625,0.0,0.0,5,nan,0,nan,4,8,7,nan,3,0,0,0,0,2,0,0,1.6,2.0,14.7,0.0,4.9
2026-07-04,nc,australia,ireland,31.0,33.0,l,1525.3,1888.7,-363.4,0,0.2,0.6,0.4,0.8,2,0,0.0,0.6,-12.4,1.0,231,120,7,3,27,8,27.56,29.93,80,69,1.25,2.5,0.0,0.0,1,0,9,0,0,0,0,0,0,8,0,2,8,2,0,0,1.0,1.6,12.3,0.0,3.2
2026-07-04,nc,new_zealand,france,34.0,32.0,w,1900.8,1835.9,64.9,0,0.8,0.8,0.8,0.2,0,1,1.0,0.6,9.4,16.2,224,112,2,4,27,71,27.45,26.28,135,71,1.0,0.75,0.0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0.8,0.6,12.8,0.3,21.4
2026-07-04,nc,argentina,scotland,38.0,47.0,l,1646.1,1677.1,-31.1,0,0.4,0.6,0.4,0.4,0,1,0.4,0.4,-2.0,-0.2,223,112,6,7,48,132,27.87,28.99,121,132,3.875,2.25,0.0,0.0,5,21,0,0,4,0,1,0,0,11,7,0,0,0,0,0,0.4,0.4,8.7,0.0,12.8
2026-07-11,nc,australia,france,26.0,42.0,l,1522.5,1828.9,-306.4,0,0.2,0.6,0.4,0.2,3,2,0.0,0.4,-10.0,11.4,7,7,8,4,28,72,28.02,26.16,81,72,2.0,0.5,0.0,0.0,2,1,10,1,0,0,2,0,0,0,0,0,4,0,0,0,1.0,0.6,16.7,0.0,4.7
2026-07-11,nc,argentina,wales,35.0,21.0,w,1621.5,1405.6,215.9,0,0.4,0.4,0.4,0.2,1,2,0.2,0.4,3.6,-5.2,7,7,5,11,49,10,28.51,27.39,122,140,3.625,1.5,0.0,0.0,0,22,0,1,5,0,1,0,1,2,2,1,5,1,0,0,0.6,0.6,12.9,0.0,15.9
2026-07-11,nc,south_africa,scotland,42.0,28.0,w,2010.5,1701.7,308.7,0,1.0,0.8,0.8,0.6,0,0,0.6,0.4,28.2,2.2,7,7,1,7,28,133,28.15,28.83,129,133,0.25,5.375,0.0,0.0,0,0,0,0,2,0,0,0,5,2,8,0,25,2,1,0,1.8,0.4,18.0,0.0,7.9
2026-07-11,nc,new_zealand,italy,47.0,17.0,w,1907.8,1464.8,443.0,0,0.8,0.2,0.8,0.0,0,6,1.0,0.4,7.0,-11.6,7,7,2,10,28,28,28.35,26.47,136,125,2.625,7.75,0.0,0.0,15,2,0,2,1,0,1,0,1,10,1,2,24,24,0,0,1.0,0.6,8.8,0.0,15.7
2026-07-18,nc,argentina,england,24.0,31.0,l,1629.8,1709.7,-79.8,0,0.6,0.2,0.6,0.2,0,4,0.2,0.4,6.8,2.6,7,7,7,6,50,47,28.35,27.45,123,78,4.5,2.25,0.0,1.0,0,23,1,2,6,1,2,1,5,2,2,2,2,1,2,2,0.4,1.4,25.9,0.0,19.4
2026-07-18,nc,new_zealand,ireland,40.0,21.0,w,1910.8,1893.2,17.6,0,0.8,1.0,0.8,0.8,0,0,1.0,0.6,10.4,11.2,7,7,2,3,29,10,28.33,30.19,137,71,2.375,3.25,0.0,0.0,16,0,0,0,2,1,0,0,1,9,0,3,9,3,0,1,1.0,0.4,12.6,0.0,11.3
2026-07-18,nc,australia,italy,57.0,10.0,w,1512.8,1461.8,51.0,0,0.0,0.2,0.2,0.0,4,7,0.0,0.4,-14.0,-16.2,7,7,8,10,29,29,27.45,26.84,82,126,1.625,1.0,0.0,0.0,1,2,5,0,1,1,3,0,0,0,1,0,3,0,4,0,0.8,0.8,15.4,0.0,9.2
2026-07-18,nc,south_africa,wales,43.0,0.0,w,2015.6,1397.2,618.3,0,1.0,0.4,0.8,0.2,0,3,0.6,0.4,28.0,0.4,7,7,1,11,29,11,29.05,27.31,130,141,0.125,1.75,0.0,0.0,0,0,1,0,0,0,0,0,2,0,2,0,8,2,0,0,1.6,0.6,21.7,0.0,3.1
2026-08-08,rc,argentina,south_africa,10.0,17.0,l,1610.9,2016.7,-405.8,0,0.4,1.0,0.4,1.0,1,0,0.2,0.6,0.6,33.0,21,21,7,1,51,30,27.05,29.13,124,131,4.0,6.25,0.0,0.0,0,30,1,0,1,0,0,0,0,41,0,0,8,0,1,0,1.0,1.0,12.4,0.0,17.0
2026-08-22,tour,south_africa,new_zealand,16.0,33.0,l,2020.9,1934.0,87.0,0,1.0,0.8,1.0,0.8,0,0,0.6,1.0,32.2,12.6,14,35,1,2,31,30,,,132,138,3.5,3.125,0.0,0.0,2,7,2,3,1,5,8,0,17,1,1,0,3,2,1,0,0.8,0.6,nan,nan,nan
